title,company,country,date_posted,description,indeed_skills,skills
PROJECT MANAGER / ESTIMATOR,Granite Construction Inc,USA,2020-04-10,"PROJECT MANAGER / ESTIMATOR(Job Number: 2000011E)Building a career at Granite may be the most valuable thing you could do...Are you interested in the opportunity to work for an industry-leading company that will give you the experience and exposure you need to build your career and personal brand? If so, then you’ve come to the right place!Since 1922, Granite Construction has continued its long standing commitment to building some of America’s largest infrastructure projects including highways, bridges, dams, rail, and power. Recognized as one of the top 25 largest construction companies in the U.S., Granite specializes in complex infrastructure projects and provides award-winning construction services in mining, earthwork, water/sewer, power, tunneling, rail, highway and bridge construction. Granite also produces construction materials-sand, gravel, ready-mix, recycled asphalt product and asphalt concrete, and is a proven leader in alternative procurement project delivery.At Granite, our employees are our most valued asset and we are passionate about retaining, developing, and recruiting the best talent available. Our employees reflect our core values: Honesty, Integrity, Fairness, Accountability, Consideration of Others, Pursuit of Excellence, Reliability Safety and Citizenship and we are continuously looking for individuals who possess a winning attitude and share our Core Values. In exchange, we help you build a career that no other company can duplicate. You will be part of a learning culture, where teamwork and collaboration are encouraged, excellence is rewarded, and diversity is respected and valued. Add our award winning safety program, ethics, reputation, and a commitment to continuous improvement and you’ll see that we are building more than infrastructure—together, we are building your future.General SummaryThis position is responsible for the overall direction, completion, and financial outcome of construction projects up to $15 million in size.Essential Job AccountabilitiesPerform accurate project revenue and cost financial forecasting to ensure corporate profitability goals are met.Coordinate with estimators and project controls group to establish budget.Lead estimating efforts on vertically integrated projects to ensure accurate and consistent bid to build process.Coordinate efforts with estimators, large project sponsor, and manager of construction to manage resources to meet project schedule.Participate in bid review and bid closing to ensure accuracy of bid and evaluate project feasibility; work with estimating team to develop bid schedule.Coordinate with large project sponsor, manager of construction and project team to develop comprehensive plan for project start up and successful kick-off.Provide environment where dynamic project communication occurs between Project Engineers, Foremen, Superintendents and Construction Manager to ensure work is accomplished in an efficient, profitable, and safe manner.Ensure proper job controls, i.e. quantities, costs, revenue and schedule.Establish and maintain working relationships with owners, agencies, subcontractors, corporate management, inspectors, etc., providing customer service to develop long-term partnerships with client base.Ensure accurate construction reports for the job allowing for continuous improvement in performance.Run projects at profitability levels to meet or exceed expected margins.Comply, understand, and support corporate safety initiatives to ensure a safe work environment.EducationBS degree in Civil Engineering, Construction Management, Business Administration, or related field or equivalent work experience in heavy civil construction.Work ExperienceThree (3) to five (5) years progressive project experience in heavy civil environments.Minimum of five (5) years experience in paving, dirt, and grading in either private or public environments.Knowledge, skills, and abilitiesKnowledge of construction paving, underground, concrete and grading practices.Knowledge and understanding of union agreements and prevailing wage issues.Maintain ability to work in high production environment.Demonstrated decision-making skills.Excellent leadership skills.Excellent supervisory communication and organizational skills.Accuracy at all times.Physical DemandsThe physical demands described here are representative of those that must be met by an employee to successfully perform the essential functions of this job. While performing the duties of this job, the employee is regularly required to talk and hear. The employee frequently is required to stand, walk, sit and use hands to operate a computer keyboard. The employee is occasionally required to reach with hands and arms. The employee must occasionally lift and/or move up to 50 pounds. Specific vision abilities required by this job include close vision, and ability to adjust focus. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions. Subject to outside working conditions. At times will be working around large construction equipment, must be safety conscience.Additional Requirements/SkillsAbility to abide by Granite’s Code of Conduct on a daily basis.A team player.About Granite Construction IncorporatedGranite Construction Incorporated is a member of the S&P 400 Index and is the parent company of Granite Construction Company, one of the nation's largest heavy civil contractors and construction materials producers. Granite Construction is an Affirmative Action/Equal Opportunity Employer of Minorities, Females, Protected Veterans, Individuals with Disabilities and a Drug-Free Workplace. For additional information on applicant/employee rights please click here.Notice to Staffing AgenciesGranite Construction, Inc. and its subsidiaries (""Granite"") will not accept unsolicited resumes from any source other than directly from a candidate. Any unsolicited resumes sent to Granite, including unsolicited resumes sent to a Granite mailing address, fax machine or email address, directly to Granite employees, or to Granite's resume database will be considered Granite property. Granite will NOT pay a fee for any placement resulting from the receipt of an unsolicited resume. Granite will consider any candidate for whom an Agency has submitted an unsolicited resume to have been referred by the Agency free of any charges or fees. Agencies must obtain advance written approval from Granite's recruiting function to submit resumes, and then only in conjunction with a valid fully-executed contract for service and in response to a specific job opening. Granite will not pay a fee to any Agency that does not have such agreement in place. Agency agreements will only be valid if in writing and signed by Granite's Human Resources Representative or his/ her designee. No other Granite employee is authorized to bind Granite to any agreement regarding the placement of candidates by Agencies.Area of Interest ConstructionPrimary Location US-CA-PasadenaOther Locations US-AZ-GlendaleSchedule Full-time","'C', 'Excel', 'R'","['Accuracy', 'Budget', 'Business Administration', 'Civil Engineering', 'Closing', 'Collaboration', 'Communication', 'Construction', 'Customer Service', 'Database', 'Decision Making', 'Email', 'Ethics', 'Forecasting', 'Human Resource (HR)', 'Leadership', 'Management', 'Mining', 'Organizational Skill', 'Procurement', 'Property', 'Recruiting', 'Teamwork', 'Wage', 'Writing']"
"Senior Technical Program Manager - Supply Chain, Infrastructure",Walmart eCommerce,USA,2020-04-10,"Position DescriptionDevelops project management practicesDrives the execution of multiple business plans and projectsEnsures business needs are being metEnsures project manager and senior project manager development and continued successful performanceLeads the development of eCommerce programsManages a large portfolio of projects through their lifecycle phases to successful completionManages geographically distributed teams, off-shore development teams and third-party vendors (for example, software vendors, hardware vendors, photo vendors, content providers)Promotes and supports company policies, procedures, mission, values, and standards of ethics and integrityProvides supervision and development opportunities for associatesMinimum QualificationsBachelor of Science and 6 years' technical program management experience OR 10 years' technical program management experience.Additional Preferred QualificationsCompany SummaryWhat started small, with a single discount store and the simple idea of selling more for less, has grown over the last 50 years into the largest retailer in the world. Each week, over 260 million customers and members visit our 11,695 stores under 59 banners in 28 countries and e-commerce websites in 11 countries. With fiscal year 2017 revenue of $485.9 billion, Walmart employs approximately 2.3 million associates worldwide. Walmart continues to be a leader in sustainability, corporate philanthropy and employment opportunity. It's all part of our unwavering commitment to creating opportunities and bringing value to customers and communities around the world.Position Summary@WalmartLabs is the technical powerhouse behind Walmart Global eCommerce. We employ big data at scale - from machine learning, data mining and optimization algorithms, to modeling and analyzing massive flows of data from online, social, mobile and offline commerce. We don’t just engineer cool websites, mobile apps, and new services; we use our own open source tools to create the framework. Deployment is automated and accelerated through our open cloud platform. This makes us incredibly nimble and able to adjust in real-time to our global customers.","'C', 'R'","['Algorithm', 'Big Data', 'Business Plan', 'Data Mining', 'Ethics', 'Hardware', 'LeSS', 'Machine Learning', 'Modelling', 'Project Management', 'Sustainability', 'Xen Cloud Platform', 'eCommerce']"
DOT Compliance and Safety Manager,TuSimple,USA,2020-04-23,"With a foundation in computer vision, machine learning, and AI, TuSimple is revolutionizing the logistics industry by creating the first commercially viable L4 fully autonomous trucking solution. With this technology, we aim to create a world where commercial transportation is safer, cost-effective, and leaves a smaller carbon footprint.Job DescriptionThe DOT Compliance and Safety Manager will lead the TuSimple fleet operations safety department and work with the DOT Compliance Manager to ensure that the company maintains compliance with all Federal and State regulations. The DOT Compliance and Safety Manager must have strong organizational and communication skills to be able to communicate effectively at all levels. In addition, the DOT Compliance and Safety Manager will lead the safety department to help oversee driver safety, crash investigations, and related record keeping.Responsibilities include but are not limited to:Ensure the company and all employees comply with Federal and State regulations to include fleet drivers – FMCSA, DOT, CSA, OSHA, HOS, ELDIdentify areas of poor performance indicators as reported by FMCSA. Provide guidance and oversee all communications related to the reporting of FMCSA scores and progress to the regions and upper management.Attend regional and corporate meetings to teach and report on progress of company compliance with FMCSA.Monitor and communicate safety and regulatory changes to all members of the company.Work closely with multiple federal, state, and local government agencies on matters related to driver citations and violationsEstablish Driver Safety goals and program development and implementationConduct driver safety trainingEnsure compliance via training, data management, analysis and reportingDriver hiring – road testing, onboarding/orientationAccident investigationMaintain Driver Qualification files and medical recordsOversee drug testingConduct CMV inspections to assess compliance.Conduct driver and vehicle audits as needed throughout the companyReview driver motor vehicles records (MVR's)Perform on road observations and driver coachingQualifications5+ years of previous fleet safety experienceStrong knowledge of DOT and FMCSA policiesKnowledge of HAZMAT regulationsMust be a subject matter expert in all matters related to USDOT roadside inspections and the CVSA Out of Service CriteriaExperience conducting USDOT/FMCSA on site full audits, off site/focused audits/corrective action letters and safety rating upgradesRisk management and mitigationExperience with drug & alcohol policies and proceduresAccident investigation and crash reconstruction certificationExperience in writing policy and procedures for compliance with USDOT/FMCSA regulationsExperience and certification in weight and measurements of vehiclesSuccess in managing others and carrying out a variety of projectsMust have had experience in method of instruction for presenting trainingExcellent written and oral communication skills. Must have the ability to read, analyze and interpret regulations and other documentsComputer proficiency with Microsoft Office. Proficiency in the US DOT web based DataQ System, AI Volpe/CSA site, Safer and the USDOT PortalMust be available to travel throughout the continental United StatesAdaptable to a variety of assignments and settings; ability to communicate well with top corporate officials and all levels of managers, supervisors and driversAble to work independently for long periods without direct supervisionPreferred QualificationsBachelor's degree in engineeringCDL Class A License+10-15 years DOT/Law Enforcement experienceMilitary experience – officer or senior enlistedAutomotive/Aircraft testingSupervisory experience with direct reportsPerksWork with world class AI EngineersShape the landscape of autonomous drivingDaily breakfast, lunch, and dinnerFull Kitchen with unlimited snacks and fruitsMedical, Vision, and Dental insurance planCompany 401(K) programCompany paid life insuranceTusimple is an Equal Opportunity Employer. This company does not discriminate in employment and personnel practices on the basis of race, sex, age, handicap, religion, national origin or any other basis prohibited by applicable law. Hiring, transferring and promotion practices are performed without regard to the above listed items.","'C', 'Excel', 'R'","['Analysis', 'Artificial Intelligence (AI)', 'Audit', 'Computer Vision', 'Construction', 'Data Management', 'Insurance', 'Interpreter', 'Law', 'Logistics', 'Machine Learning', 'Microsoft Office', 'Oral Communication', 'Reinforcement Learning', 'Reporting', 'Risk Management', 'Subject Matter Expert (SME)', 'TestNG', 'Testing', 'Training', 'Transportation', 'Writing']"
Configuration Management Manager,TuSimple,USA,2020-04-10,"With a foundation in computer vision, machine learning, and AI, TuSimple is revolutionizing the logistics industry by creating the first commercially viable L4 fully autonomous trucking solution. With this technology, we aim to create a world where commercial transportation is safer, cost-effective, and leaves a smaller carbon footprint.ResponsibilitiesResponsible for developing, implementing and maintaining a Configuration management program for software integration, hardware, electrical and electronics to include determining baseline status and creating / maintaining database.Responsible for developing, implementing and maintaining a manufacturing build plan for the programs.Provides a clear plan of action for the program build goals to the production teamCoordinates efforts amongst the engineering and manufacturing departments to develop BOM structure to ensure a smooth and efficient transition to the production teamWorks with the Program Manager to deliver project on time and on budgetProvides conflict resolution to schedule setbacks by developing and implementing recovery plans with engineering and manufacturingCoordinates efforts between all manufacturing and engineering functions to properly support the build schedule by means of identifying tooling, materials, resources, planning, and product definition to ensure a seamless transition from paper to realityWorks with production control to assure assembly flow is properly supported by all functions to deliver material and hardware on scheduleManage Configuration Techs and provide direction as neededDevelop and train personnel to all required proceduresQualifications10+ years of experience with product assembly build structure and integration concepts and practices.10+ years of experience of configuration management practices and quality management processes.5+ years of leadership experience with production, assembly and systems integration teams.Strong understanding of engineering and manufacturing support role functions to allow for resolute work output extraction at maximum efficiencyExcellent knowledge of component assembly, both subassembly and final top level assemblyExtensive experience and/or training in lean manufacturing principals and leading or participating in process improvement workshops or kaizen eventsStrong understanding of schedule, quality and budget relationshipExperience with manufacturing based ERP systems a plusStrong team player with excellent interpersonal skills and the proven ability to lead, motivate and build teamsPerksWork with world class AI EngineersShape the landscape of autonomous drivingCompetitive salary and benefitsBonus/options/paid vacations/insuranceDaily breakfast, lunch, and dinnerFull Kitchen with unlimited snacks and fruitsWeekly team happy hourMedical, Vision, and Dental insurance planCompany 401(K) programCompany paid life insuranceTusimple is an Equal Opportunity Employer. This company does not discriminate in employment and personnel practices on the basis of race, sex, age, handicap, religion, national origin or any other basis prohibited by applicable law. Hiring, transferring and promotion practices are performed without regard to the above-listed items.","'C', 'Excel', 'R'","['Artificial Intelligence (AI)', 'Assembly', 'Budget', 'Computer Vision', 'Configuration Management', 'Database', 'Electronics', 'Engineering', 'Enterprise Resource Planning (ERP)', 'Hardware', 'Insurance', 'Law', 'Leadership', 'Logistics', 'Machine Learning', 'Manufacturing', 'Quality Management', 'Teamwork', 'Training', 'Transportation']"
Engineering Manager,Twitter,USA,2020-05-05,"Who We Are:The mission of the Search Infrastructure team is to provide best in class information retrieval (search) primitives for quickly and efficiently building new relevance-based products.Towards this we build, scale and maintain the tweet search indexes. These indexes currently power a number of Twitter’s core products like the Home Timeline, Search Result Pages, Ranked Conversations, Data Products and many more.We are currently in the process of building OmniSearch, a generic search-as-a-service system that will accelerate product development by enabling product engineers to quickly and easily build new search indexes for different types of entities that are not just Tweets.Our infrastructure sits at the intersection of high scale distributed systems and machine learning infrastructure - as our infrastructure handles both indexing & serving search results as well as ingesting features and running machine-learning models that help rank the search results.We are a tight-knit and supportive group that loves doing great work together, and we are looking for exceptional additions to our flock!What You’ll Do:You will lead the Search Infrastructure team, driving its technical strategy and roadmap – crafting success metrics in close collaboration with your peers across the company.Day-to-day you will work on high-impact and challenging products, services, APIs, and libraries that are critical to Twitter’s product strategy.You will bring a strong perspective that inspires change and motivates engineers to develop simple solutions to complex problems. Together with your team, you will collaborate with many engineering teams to develop best-in-class solutions that power various products through our infrastructure offering.You will maintain a portfolio of work balancing long and short term objectives, defend the team’s roadmap, and build strong relationships throughout the consumer product organization.Since the team is distributed you will meet regularly with Search Infrastructure engineers both in San Francisco and Boulder, as well as coach and mentor your team and support their professional growth and development.Who You Are:have excellent communication skills, can clearly articulate desired outcomes and you don’t mind spending time on video chat as the team is geographically distributed (San Francisco, Boulder).enjoy building camaraderie between engineers and service customers. Twitter’s “one team” culture really resonates with your work style.are a great source of engineering talent and have proven ability to hire and retainare open and honest and feel as though trust is the best way to build relationships.understand technical design documents and can articulate a system architecture in meetings with stakeholders and technical leads across multiple disciplines.are skilled at expectation management and are a great advocate for your team.are a strong advocate of software engineering best practices and bring a disciplined approach to testing, continuous delivery, and reducing technical debtRequirements:Previously managed a team of 5 or more engineersMinimum of 2+ years in software engineering managementBA/BS or higher in Computer Science (or equivalent work experience)Have worked as a software developerGreat sense of humor and ability to build team spirit.We are committed to an inclusive and diverse culture at Twitter. Twitter is an equal opportunity employer. We do not discriminate based on race, ethnicity, color, ancestry, national origin, religion, sex, sexual orientation, gender identity, age, disability, veteran status, genetic information, marital status or any other legally protected status.San Francisco applicants: Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.","'C', 'R'","['Application Programming Interface (API)', 'Architecture', 'Collaboration', 'Communication', 'Computer Science', 'Continuous Delivery (CD)', 'Design', 'Distributed System', 'Information Retrieval', 'Machine Learning', 'Management', 'Product Development', 'Rally', 'Software Engineering', 'TestNG', 'Testing', 'Twitter', 'Video']"
Product Manager,Snapdocs,USA,2020-04-10,"Hello Denver! We are excited to be here!Snapdocs is expanding & hiring for our first Denver product team members. If you’re excited by the idea playing an instrumental role in building and shaping the Denver team and culture for a fast-growth startup then you should check out this role.At Snapdocs, we are on a mission to disrupt the real estate closing process with efficiency and transparency, so that lenders can close their loans sooner and homebuyers can move into their dream homes quicker. As a Product Manager, you will be a key part of our success by developing major product initiatives and strategy that impact our business, customers, and home buyers. A great product manager accelerates the whole company by being a strong advocate for users and an expert in their domain. You’ll bring products to market that accelerate our growth and bring significant value to our customers. We expect you to balance different perspectives and help us find an unambiguous path forward about what to build and when. If that sounds exciting, read on...Snapdocs is an early-stage technology platform, backed by blue-chip venture capital firms like Founders Fund, SV Angels, Sequoia Capital, F-Prime Capital and Y Combinator. We are tackling the trillion dollar U.S. mortgage market, developing modern software for an industry that still relies on fax machines and manila envelopes. We bring security, efficiency, and ultimately a better home buying experience to a paper-based pillar of the US economy. As we expand our product offering and tackle a broader swath of customers, we need to grow our team with smart, hungry, and curious people. That’s where you come in...You will build a product that delights our customers and directly impacts our success as a company. Establish a shared vision across the company by building consensus and proactive communication on priorities leading to product execution. Drive product development day-to-day by embedding within teams of engineers and designers and leading cross-functional groups together to bring those solutions to market. The product team is focused on maximizing the value we provide to our customers by creating a frictionless and secure experience for all users on the platform.Our ideal candidate will have a passion for technology with 3-5 years of experience as a Product Manager on a scrappy, innovative, and agile team. You should have experience shipping products from concept to launch and be comfortable working in an ambiguous environment. You can think in terms of the big picture, but also get your hands dirty with whatever it takes to ship products and features successfully - from QA testing to supporting customers. You know how to research topics, using both quantitative and qualitative methods to figure out what we need to build - and when. You know how and when to be scrappy in our growth stage startup environment. Bonus points for having experience working with API’s or Machine Learning technologies. Additional bonus points for experience working in a company that is creating network effects in their business model!Snapdocs’ culture is one that strongly values diversity and drive. We want to work with people of different backgrounds and different paths in life, and we trust our team members to make smart decisions. This means we value independent work as well as collaboration. We provide excellent benefits (including a 10 year exercise window on your options (!)) and our location in downtown Denver is super convenient (we are currently based in the Wells Fargo Center).","'C', 'Machine Learning'","['A/B Testing', 'Agile', 'Application Programming Interface (API)', 'Business Model', 'Closing', 'Collaboration', 'Communication', 'Machine Learning', 'Market', 'Network', 'Platform', 'Product Development', 'QA Testing', 'Quality Assurance (QA)', 'Real Estate', 'Research', 'Security', 'TestNG', 'Venture Capiral', 'Venture Capital (VC)', 'Windows']"
Software Development Manager,Amazon.com Services LLC,USA,2020-04-10,"7+ years of relevant engineering experience3+ years of people management experience, managing engineersExperience in partnering with product and program management teamsThe IMDb TV team is shaping the future of digital video entertainment. Our mission is to build earth’s most customer centric ad supported premium free video service and make it trivially easy for hundreds of millions of customers to enjoy. We have learned that customer’s love IMDb TV so we are looking for a Software Development Manager who can build on our early success, pioneer new programs for customers, and help define our future.As a member of the IMDb TV team, you will spend your time as a hands-on manager and a technical leader. You will play a key role in defining the product, designing the architecture, and building teams from the ground up. Your teams will use a wide range of technologies, programming languages and systems. You will be able to balance technical leadership with strong business judgement to make the right decisions about technology choices to innovate rapidly. You will have the freedom and encouragement to explore your own ideas and the reward of seeing your contributions benefit tens of millions of Amazon.com customers. Along with developing and managing a team of SDE's, you will work across other Amazon teams to influence key areas of the video ecosystem, lead engineering work that can be leveraged across broader Amazon teams, and partner with other technical leaders. You will work directly with senior business leaders to set and achieve aggressive goals.This is very much Day 1 for IMDb TV so you would be joining an entrepreneurial and pioneering team that is building from scratch.Data analytics experience using distributed systems (e.g. Spark, EMR, DynamoDB/NoSQL, Kinesis/Kafka)Basic understanding of machine learning techniquesExperience managing multiple concurrent programs and development teams in an Agile environmentEffective communicating with technical and non-technical stakeholders across multiple business unitsAmazon.com is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age","'NoSQL', 'R', 'SQL'","['Agile Software Development', 'Amazon EMR', 'Apache Kafka', 'Apache Spark', 'Architecture', 'Communication', 'Data Analytics', 'Distributed System', 'DynamoDB', 'Engineering', 'Entertainment', 'Leadership', 'Lean Software Development', 'Machine Learning', 'Management', 'NoSQL', 'Play', 'Programming Language', 'Video']"
Sr. Technical Program Manager,Amazon.com Services LLC,USA,2020-04-10,"7+ years of relevant engineering experienceExperience managing projects across cross functional teams, building sustainable processes and coordinating release schedules5+ years of technical program management experienceAmazon devices impact the world with new technology every day. We are hiring a Sr. Technical Program Manager to help us grow. In this role, you will have the opportunity to work across one of the world’s fastest growing and most innovative product portfolios and product lines, including Amazon Echo, Fire TV, Fire Tablets, Kindle E-Readers, and more. The engineering team is revolutionizing the way customers buy those products. Our agile approach allows us to react quickly to market conditions and offer cutting-edge buying options. We operate in a fast-paced and highly experimental fashion, which allows us to bring the most value to our customer.Amazon is looking for an experienced technical program manager capable of translating high-level, ambiguous business goals into working software solutions. Successful candidates are creative, innovative, and take great pride in delivering results and the positive business results of their work. We provide highly scalable, premium shopping experiences for Amazon devices, accessories, and services.You will work closely with product managers and UX designers to identify and solve real-world customer problems and business opportunities. You will interact with senior engineers throughout the company to determine the best practices for architecting, building, testing, and deploying software solutions/components. You will have complete ownership to define new shopping experiences and drive innovation with the latest technologies, including machine learning. We encourage experimentation and pushing innovative technology solutions. You will also have opportunities to build platforms and influence other groups as you define new customer experiences. We are a full stack team, so you will have experience in all aspects of our multi-tiered environment.Technical program manager positions require that you interact with Product Manager, Customer Experience, other Technical Program Managers and multiple Development Teams to define and deliver complex features. You will lead the effective and efficient delivery of the large, complex projects by anticipating bottlenecks, providing escalation management, making tradeoffs, and balancing the business needs versus technical constraints. You will maximize resources for the greater good of the organization. You will create, maintain and disseminate project information to stakeholders all while driving effective teamwork, communication, collaboration and commitment across multiple disparate groups with competing priorities.Degree in computer science or engineering preferredPrevious experience as a Software EngineerExceptional written and verbal communicationA proven track record for being detail-oriented with a demonstrated ability to self-motivate and follow-through on projectsProven data analysis, problem solving and project management skills.The ability to use both formal and informal influencing skills across Amazon's cross-matrix organization.Possess excellent business judgment, strong written and oral communication skills, and a practical, common sense approach to getting things done.High attention to detail and proven ability to manage multiple, competing priorities simultaneously.","'C', 'R'","['Agile', 'Collaboration', 'Computer Science', 'Customer Experience', 'Data Analysis', 'Engineering', 'Innovation', 'Machine Learning', 'Market', 'Nonverbal Communication', 'Oral Communication', 'Platform', 'Problem Solving', 'Project Management', 'React', 'Team Building', 'Teamwork', 'TestNG', 'Testing', 'Translation', 'UX Design', 'User Experience (UX)']"
"Manager, Cyber Security - Advanced Cyber Analytics Fraud Specialist",KPMG,USA,2020-04-10,"Known for being a great place to work and build a career, KPMG provides audit, tax and advisory services for organizations in today's most important industries. Our growth is driven by delivering real results for our clients. It's also enabled by our culture, which encourages individual development, embraces an inclusive environment, rewards innovative excellence and supports our communities. With qualities like those, it's no wonder we're consistently ranked among the best companies to work for by Fortune Magazine, Consulting Magazine, Working Mother Magazine, Diversity Inc. and others. If you're as passionate about your future as we are, join our team.KPMG is currently seeking a Manager in Cyber Secruity for our Consulting practice.Responsibilities:Collate data from multiple digital fraud and security tools for deeper threat insights using advanced analyticsApply a firm understanding of customer identify and access management, Security Monitoring and Incident Response methodology to improving security alert handling, automation, and enforcement capacities for KPMG's clientsUtilize and understand the common capacities of, and data available from, common security tools, including device profiling, behavioral biometrics, multi-factor authentication, voice analytics, including tools that implement the use of machine learning to reduce digital fraudAssist with scoping prospective engagements and developing proposals, conduct risk, threat, and gap assessments, provide written recommendations, interface with client security engineers, and work with KPMG data scientists and engineers to add advanced analytics into client's security organizationsMentor and train staff and new hires, manage staffing levels and performance, and create the hiring plan to staff, as neededQualifications:Minimum five years of experience in Digital Fraud, Customer Identify and Access Management, or a technology related fieldBachelor's degree from an accredited college/university in an appropriate field is preferredExtensive experience in fraud detection and response, customer identity and access management, Security Monitoring, Incident Response methodology, multi-factor authentication, application logging, account takeover prevention detection and response, web and mobile device security, and common understanding of IPs, ISPs, device indicators, and other customer identify toolsExperience in understanding threats, the current threat landscape, and intelligence gathering with an analytical mindset in order to translate data into threat indicators faced by clientsAbility and willingness to travel up to 80% of the time, work in a fast paced, results driven environment, grasp new technology, and contribute at a rapid paceApplicants must be currently authorized to work in the United States without the need for visa sponsorship now or in the futureKPMG LLP (the U.S. member firm of KPMG International) offers a comprehensive compensation and benefits package. KPMG is an affirmative action-equal opportunity employer. KPMG complies with all applicable federal, state and local laws regarding recruitment and hiring. All qualified applicants are considered for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, protected veteran status, or any other category protected by applicable federal, state or local laws. The attached link contains further information regarding the firm's compliance with federal, state and local recruitment and hiring laws. No phone calls or agencies please.","'C', 'R'","['Analytical', 'Audit', 'Automation', 'Blogging', 'Consulting', 'Machine Learning', 'Management', 'Methodology', 'Microsoft Access', 'Multi-Factor Authentication', 'Profiling', 'Reinforcement Learning', 'Security']"
Digital - Product Manager - Data Platforms,FactSet Research Systems,USA,2020-04-10,"The Platform Product Development team is responsible for streamlining the user experience across all FactSet Platforms (Workstation, Web, Office, and Mobile). The Core Platform team is responsible for the design and user experience for Workstation and all cross-platform applications and utilities. We are currently looking for a Product Manager to help manage several functional areas of core platform, with a focus on usage logging and data analytics for search systems. As a member of this team, you will be responsible for helping to define data analysis systems, API’s and other efforts to empower search technologies and systems within FactSet.Responsibilities:Determining product requirements, priorities and creating specifications for complex data analysis systemsApplying knowledge in data systems and data analysis to help provide strategic direction for product development efforts.Partner with machine learning and data scientists to help define useful data, metrics and services to be used to prove out ML and statistical models.Identifying and performing data analysis to determine effectiveness of ML and production level feature development.Driving the opportunities to identify and develop API’s for search servicesDetermining product requirements, priorities, creating specs and user stories to take R&D efforts from idea to product.Gathering feedback/needs/suggestions from internal and external users to develop relevant business use casesCommunicating needs to design and engineering through user stories and detailed specifications.Testing pre-release software.Providing first-line PD support for bugs and questions.Managing internal documentation and working with Knowledge Management/Marketing on external documentation.Coordinating with development engineers in the creation of test plans.Requirements:Bachelor’s degree or higher in Computer Science or related technical field5-7 years of Product Development experienceLarge data analytics or data science backgroundExperience with search systems and complex data modelingWorking knowledge of API development, needs and use cases.Strong technical and product expertise, with a solid understanding of software development principles and Agile development methodologiesKnowledge of, and comfort with large software development systemsOutstanding project management/organizational skills – ability to manage multiple projects simultaneouslyAbility to break large projects into smaller deliverables and prioritize each based on end user needsSelf-starter that is capable of tackling complex/loosely defined problems and structuring a well-organized and actionable solutionResults focused with a strong sense of initiative and attention to detailHighly Desired:A passion for data and deriving insights that can be applied to development effortsA familiarity with machine learning and data analytics tools and software development systemsStrong knowledge & understanding of FactSet’s multiple lines of businessExperience with the SDLC, code repositories, software systems, operating systems, and continuous deployment systemsInterest in, and experience with financial technology platformsFactSet is an Equal Opportunity Employer – M/F/Veteran/Disability/Sexual Orientation/Gender Identity","'C', 'R'","['Agile', 'Application Programming Interface (API)', 'Blogging', 'Computer Science', 'Creatio', 'Data Analysis', 'Data Analytics', 'Data Science', 'Design', 'Documentation', 'Engineering', 'Knowledge Management', 'Lean Software Development', 'Machine Learning', 'Marketing', 'Operating System', 'Organizational Skill', 'Pharmacodynamics (PD)', 'Platform', 'Product Development', 'Project Management', 'Research and Development (R&D)', 'Software Development Life Cycle (SDLC)', 'Software System', 'Statistical Model', 'TestNG', 'Testing', 'User Experience (UX)']"
"Engineering Manager - Integrity Infrastructure, Machine Learning",Facebook,USA,2020-04-10,"The Integrity Infrastructure team provides technology that enables teams at Facebook to proactively prevent abuse across the Facebook family of products.The Integrity Infrastructure Machine Learning team improves the effectiveness of machine learning engineers by operationalizing the machine learning development lifecycle. We focus on automation and simplification of the machine learning development process. Our frameworks enable Integrity teams to orchestrate their training and prediction workflows end-to-end.In this role, you will interact and collaborate with all parts of the company to solve Integrity related problems, understand their needs and build the best products to enable Integrity services to apply classification and protect against abuse.ENGINEERING MANAGER - INTEGRITY INFRASTRUCTURE, MACHINE LEARNING RESPONSIBILITIESSupport and grow the Integrity Infrastructure Machine Learning team.Drive internal customer experience, continually raising the bar on functionality, usability, and simplicity.Champion engineering and operational excellence, establishing metrics and process for regular assessment and improvement.Be both highly technical, hands-on coder and an effective people manager.Operate strategically and tactically. Work on strategy and help set direction while staying on top of the day-to-day software development.MINIMUM QUALIFICATIONS5+ years of experience architecting, developing, and shipping software products and/or services.Demonstrated experience managing technical teams.BS in Computer Science or a related technical field.PREFERRED QUALIFICATIONSExperience with Machine Learning Infrastructure.Facebook's mission is to give people the power to build community and bring the world closer together. Through our family of apps and services, we're building a different kind of company that connects billions of people around the world, gives them ways to share what matters most to them, and helps bring people closer together. Whether we're creating new products or helping a small business expand its reach, people at Facebook are builders at heart. Our global teams are constantly iterating, solving problems, and working together to empower people around the world to build community and connect in meaningful ways. Together, we can help people build stronger communities — we're just getting started.Facebook is committed to providing reasonable accommodations for qualified individuals with disabilities and disabled veterans in our job application procedures. If you need assistance or an accommodation due to a disability, you may contact us at accommodations-ext@fb.com.","'C', 'Machine Learning', 'R'","['Automation', 'Classification', 'Computer Science', 'Customer Experience', 'Engineering', 'Facebook', 'Machine Learning', 'Software Development', 'Training']"
