title,company,country,date_posted,description,indeed_skills,skills
Software/Data Engineer #TeSA #CLT,AIDA TECHNOLOGIES PTE. LTD.,Singapore,2020-09-19,"Training ProgrammeThis Company-Led Training (CLT) programme is a 9 to 12 months on the job training with Aida Technologies Pte Ltd to equip fresh professionals with industry skills to become an Artifical Intelligence / Machine learning (AI/ML) Engineer. Each trainee will be trained and mentored in one or more of the following areas:AI and ML applicationsData Management processMachine learning, deep learning techniques and toolsDelpu AI/ML as a data product and/or data serviceMinimum Entry RequirementsSingapore citizenDiploma/Degree in Computer Science or Engineering.Fresh and Mid-level professionals are welcomeApplication ProcessInterested individuals can apply directly with Aida Technologies Pte Ltd. Please email your CV to donna@aidatech.io .Individuals would need to meet the selection criteria set by Aida in order to qualify for the programme*Please note that the company will contact only shortlisted candidates directly.","'C', 'R'","['Artificial Intelligence (AI)', 'Computer Science', 'Data Management', 'Deep Learning', 'Email', 'Engineering', 'Machine Learning', 'Selection', 'Sentry', 'Training']"
Machine Learning Engineer,One Vogue Pte Ltd,Singapore,2020-09-18,"Responsibilities: To study and transform data science prototypesDesign machine learning systems from Model to Full Scale Production SystemResearch and implement appropriate ML algorithms and toolsDevelop machine learning applications according to requirementsSelect appropriate datasets and data representation methodsRun machine learning tests and experimentsPerform statistical analysis and fine-tuning using test resultsTrain and retrain systems when necessaryExtend existing ML libraries and frameworksKeep abreast of developments in the fieldRequirements: Knowledge on machine learning / deep learning (Tensorflow / Pytorch)Strong analytical skillsProficient in software engineering and coding skillsMark LeeReg No. R1983024One Vogue Pte LtdEA License: 19C9629Job Type: Full-timeSalary: $5,000.00 - $6,000.00 per month","'C', 'R', 'Tensorflow'","['Algorithm', 'Analytical', 'Coding', 'Data Presentation', 'Data Science', 'Dataset', 'Deep Learning', 'Machine Learning', 'PyTorch', 'Software Engineering', 'Statistical Analysis', 'TensorFlow', 'Transformer']"
Computer Scientist (IRPJPS MKG),CAMBRIDGE CENTRE FOR ADVANCED RESEARCH AND EDUCATI...,Singapore,2020-09-20,"Who are we?We are the University of Cambridge presence in Singapore called Cambridge CARES, sponsored by the NRF CREATE program CAM.CREATE. The research programme Cambridge Centre for Carbon Reduction in Chemical Technology (C4T) is a joint Cambridge, NTU and NUS research activity within Cambridge CARES.Our team is comprised of world-class scientists and engineers working in a vibrant, fast-paced environment with great opportunities for knowledge and skills development.Who are we looking for?Urban growth is driving the need for sustainable operational models for city planning. Simultaneously, the proliferation of urban data has introduced a fragmentation into myriad types, formats, and qualities, hindering data integration into urban planning. The project aims to address one of the grand challenges in urban planning today: to connect and catalyse the unprecedented growth of cities and the exponential proliferation of data. The project will develop a Master-planning Knowledge Graph, transforming the conventional instrument of urban planning–the city master-plan–into a knowledge management system that supports cross-domain evaluations of planning proposals by enabling the integration of siloed data, software tools and Application Programming Interfaces from disparate knowledge domains. The overall goal is, using ideas from Smart Nation, Internet of Things, the Semantic Web, machine learning, and statistics, to create a system allowing planners to explore and compare more variations and more iterations for a particular development proposal, leading to improved master plans.The successful candidate will be expected to assume intellectual leadership in the development of the theoretical and mathematical foundations as well as the wider, ongoing development of our main software tool. This will involve keeping abreast of the latest web technologies, making key design decisions, and ensuring their realisation. Being part of a 2-member consortium will require close interaction with collaborators. Activities will include participating in research discussions with local industries and partners, overseas universities, and writing reports as required by the National Research Foundation (NRF) of Singapore.What skills do you have?A PhD degree in a relevant discipline such as mathematics, computer science, (theoretical) physics/chemistry, software engineering, or a related subject ideally involving semantic technologies and/or description logics.Excellent mathematical and programming skills.An understanding of the software development lifecycle and design patterns.Experienced in working with a diverse range of data types.Willingness and capable to acquire software skills and knowledge about modern technologies.Computational thinking with proven ability to conduct independent research and an outstanding publication record in at least one of the research areas concerned.Proactive problem solver with critical thinking and attention to details.Excellent interpersonal, oral and written communication skills.The ability to work as part of a dynamic, multidisciplinary team of researchers.What can we offer you?A stimulating working-environment with friendly, highly motivated colleagues.Opportunities to develop and implement new ideas in a creative environment.A competitive salary in line with your skills and experience.A one-year contract in the first instance, extendable following satisfactory performance.A comprehensive medical insurance cover as part of your employment.Please note this post is mainly based in the CREATE Tower at NUS University Town, Singapore and is likely to be suitable for recent graduates.How to apply?Please send your CV and cover letter (summarizing the most relevant skills and experience that you have for the position) to recruitment@cares.cam.ac.uk","'C', 'Excel', 'R'","['Ad Design', 'Application Programming Interface (API)', 'Chemical', 'Chemistry', 'Computer Science', 'Computer-Aided Manufacturing (CAM)', 'Critical Thinking', 'Graph', 'Insurance', 'Internet of Things (IoT)', 'Knowledge Management', 'Leadership', 'Logic', 'Machine Learning', 'Mathematics Foundations', 'Physics', 'Research', 'Semantic Technology', 'Semantics', 'Software Development Life Cycle (SDLC)', 'Software Engineering', 'Software Tool', 'Statistics', 'Urban Planning', 'Writing', 'Written Communication']"
Senior/Principal Application Engineer - Advanced NAND Products,Micron,Singapore,2020-09-18,"Req. ID: 227001Our vision is to transform how the world uses information to enrich life. Join an inclusive team passionate about one thing: using their expertise in the relentless pursuit of innovation for customers and partners. The solutions we build help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can fuel the very innovation we are pursuing.As the Applications Engineer you will provide applications expertise and support Micron’s NAND flash products.Responsibilities include but not limited to:Define requirements of future consumer grade NAND components based on customer requirements, usage model and use conditionsUnderstand controller partners and customers’ usage model and expectationsEnable Micron NAND components to be used with controllers partners and customers.Address and support technical questions and issues of enablers and customers.Support internal teams analyzing product issues with regards to possible field impactRisk assessment of product issuesCreate and release product support and qualification documentationCooperate with PE and TE on test flow improvement or customizations as neededSome travel is requiredRequirements:7+ years of experience working in NAND memory and/or Solid State Drives (SSD)About Micron Technology, Inc.We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visit micron.com/careers.Micron believes that all persons are entitled to equal employment opportunities. Micron recruits, hires, trains, promotes, disciplines and provides other conditions of employment without regard to a person’s race, color, ethnicity, religion, gender, gender identity, or expression, age, national origin, disability, veteran’s status, sexual orientation, marital status or other classifications protected under law or Company policy. This includes providing reasonable accommodation for team members’ disabilities or religious beliefs and practices. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.To request assistance with the application process and/or for reasonable accommodations, please contact Micron’s Human Resources Department at HR4U@micron.com.Keywords: Singapore || Central Singapore (SG-01) || Singapore (SG) || SGA || Experienced || Regular || Marketing || #LI-SC2 || Tier 4 ||","'C', 'R'","['Artificial Intelligence (AI)', 'Automotive', 'Autonomous Vehicle', 'Classification', 'Gradle', 'Human Resource (HR)', 'Innovation', 'Law', 'Leadership', 'Machine Learning', 'Market', 'Marketing', 'Networking', 'Neural Network', 'Sustainability', 'Trade', 'Transformer', 'Virtual Reality (VR)']"
Einstein Analytics Account Executive,Tableau,Singapore,2020-09-18,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.Job CategorySalesJob DetailsAbout Tableau, a Salesforce companyTableau helps people see and understand data. Our analytics platform fuels exploration, allowing you to quickly answer questions with data and share insights across your organization. Global enterprises, early-stage startups, nonprofits, and governments all use Tableau’s intuitive software to quickly transform their data into actionable insights. We are passionate about our product and our mission and we are loyal to each other and our company. We value work/life balance, efficiency, simplicity, freakishly friendly customer service, and making a difference in the world!What you’ll be doing...Do you have strong opinions on how retailers can use predictive intelligence to create a data-driven experiences? Perhaps you know how real time analytics can help large enterprise companies place the right product, on the right shelf, at the right time? Or maybe you're passionate about showing clients how disruptive augmented AI & analytics can really be?!We are data ambassadors tasked with driving an intelligence revolution, and we are growing our Einstein Analytics team in Tableau!As an Account Executive within the Tableau Sales team you will sell the smartest analytics suite for every business user. Einstein Analytics combines dynamic, interactive data visualization with the power of machine learning to deliver insights and data-driven applications for every business user. The Account Executive will formulate and execute a Einstein Analytics sales strategy within South East Asia (SEA), drive revenue growth by penetrating the current customer base, and develop new customers in their segment. You will work in partnership with the existing Account owners and will carry quota for the Einstein Analytics product sales in their region.You will be responsible for some of the world’s premier enterprise accounts in SEA. You will work closely with your customers as a trusted adviser to deeply understand their unique company challenges and goals. You will consult with customers on the Einstein Analytics suite to evangelize solutions that will help them reach their business goals and blaze new trails within their organizations. You will contribute to our business growth in a fast paced, collaborative and fun atmosphere, as a valued member of our Tableau Sales Team.Who you are...Highly driven individual with an execution focus and a strong sense of urgency and a belief in Einstein/Tableau mission. You can go beyond relationship management.A mix of business curiosity combined with a technical aptitude to truly solve customer challenges and earn trust.At least 6-8+ years of quota carrying software or technology sales and account management experienceSolution selling mindset: develop a plan and solution, articulate ROI, and navigate complexities of our customers to drive revenueWork well within a team of various stakeholders (client directors, solution engineers, etc.)Experience with CRM, analytics, data, databases, predictive modeling, or business intelligence strongly preferred.Bachelor's Degree with a technical or business focus preferred.Tableau will operate independently under the Tableau brand, driving forward a continued focus on our mission, our customers and our Tableau Community. The acquisition closed on August 1, 2019, and Tableau is a wholly-owned subsidiary of salesforce.com , inc.#LI-ME2Accommodations - If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form.Posting StatementAt Salesforce we believe that the business of business is to improve the state of our world. Each of us has a responsibility to drive Equality in our communities and workplaces. We are committed to creating a workforce that reflects society through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more. Learn more about Equality at Salesforce and explore our benefits.Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay any third-party agency or company that does not have a signed agreement with Salesfore.com or Salesforce.org.Salesforce welcomes all.","'C', 'R', 'Tableau'","['Analytical', 'Artificial Intelligence (AI)', 'Business Intelligence (BI)', 'Customer Relationship Management (CRM)', 'Customer Service', 'Data Visualization', 'Database', 'Golang', 'Machine Learning', 'Perceptron', 'Platform', 'Predictive Model', 'Predictive Modelling', 'Rally', 'Ruby on Rails', 'Sales', 'Salesforce', 'Software Tool', 'Tableau', 'Transformer', 'Visualization']"
Service/ Reliability Engineer,SKF ASIA PACIFIC PTE. LTD.,Singapore,2020-09-14,"SKF is the leading global supplier of products, customer solutions, and services in the business of rolling bearings, seals, mechatronics, services and lubrication systems. Today with more than 100 years of application experience, and close working partnerships with customers in virtually every industry, SKF expertise has been globally recognized in engineering, condition monitoring, machine learning, AI and maintenance strategy consulting.We are now looking for the right person to fill the following position: SERVICE/ RELIABILITY ENGINEERJob Responsibilities:Perform field services including supervision and installation of reliability products and systems on siteField work collection of vibration data for rotating machinery and prepare analysis reportEstablish planned activities for troubleshooting on applicationsPerform plant audit and preparation of service contract Job Requirements:Diploma or university degree in Mechanical or Electrical EngineeringMinimum 3 years of practical skills in condition monitoring for rotating machinery with good knowledge in vibration analysisExperience in marine and/or petrochemical industryApplicant with background in systems commissioning or systems integration will be an advantageCertification/experience in vibration analysis will be considered a plusInitiative, independent and ability to communicate with people at all levelsThis position offers local terms and remuneration to the successful candidate. Only short-listed applicants will be notified.","'C', 'R'","['Analysis', 'Artificial Intelligence (AI)', 'Audit', 'Consulting', 'Electrical Engineering', 'Machine Learning', 'Machinery', 'Mechatronics', 'Reliability Engineering']"
Product Lead,Zinier,Singapore,2020-09-19,"Who we areZinier's intelligent field service automation platform helps organizations transform how they coordinate and execute work so they can solve problems faster, fix things before they break, and maintain the infrastructure that we rely on every day. Field service organizations around the world use Zinier to connect all their teams and data in one place and supercharge every aspect of their field service operations. We are a global team headquartered in Silicon Valley with leading investors including Accel, ICONIQ Capital, Founders Fund, Newfund Capital, NGP Capital, Tiger Global Management and Qualcomm Ventures LLC.Why we existServices shape how we live. Electricity lights up our homes. The Internet opens up our worlds. Cellular phones keep us connected no matter where we are. We take for granted the things we can turn on with the flip of a switch. But when even one of the services we depend on isn't available, the day can quickly start to go sideways.For organizations that provide these services, some of the most important work happens in the field — in neighborhoods, across open spaces, and along millions of last miles that criss-cross the country. Every moment of downtime matters, which is why Zinier exists. Zinier empowers organizations to work smarter — from the main office to the field — to solve problems quickly, fix things before they break, and keep people in the rhythm of their days.To do this, Zinier has created a scalable platform powered by AI-driven insights and intelligent automation that helps field service teams work smarter, better, faster, and more efficiently. We help organizations automate routine tasks so the people in the field can focus on putting their expertise to work. We work with customers in telecom and energy.What we're looking forWe are currently expanding our rockstar product team in preparation for the design and launch of the next generation of our platform - a product that powers industry's leading field service automation platform and meets the needs of our Enterprise clients in a revolutionary new way complete with an updated look/feel and powerful new technology stack.It sounds a bit cliche, but our product team is on a mission to create a truly beautiful and easy-to-use platform/ interface. The design and usability of Enterprise products tends to be WAY behind consumer products. Our aim is to close that gap.Role ResponsibilitiesLead one or more product squads, composed designers, engineers and quality analysts.Drive cross-team collaboration, set feature priorities and create product roadmap to achieve company visions.Bridge the gap between design and engineering by being the person responsible for communicating the design solutions to engineering in a clear and concise manner.Write detailed product requirements for both design and engineering.Work closely with engineering and design to ensure projects are delivered on-time as per specifications.Inspire our design team to deliver excellent solutions that fit business/product goals while keeping technical constraints in mind.Capture use cases from our customers and solutions team, and help develop the feedback and iteration cycle, understanding that user research for enterprise products comes with a unique set of challenges.Role Requirements:8+ years of experience as product manager and 12+ years experience in the software industry.Track record working very closely with designers and engineers on a breadth of projects, both web and mobile.Experience building B2B / Enterprise Platforms from the ground up. Experience with Platforms as a Service a plus.Experience leading via agile and scrum methodologies.While you do not need to be a developer, a strong technical background is required to be able to understand complex platform and database configurations so that you are able to convey requirements to engineering. Exposure to AI/ML is preferred.Experience managing your team's schedule to meet aggressive deadlines.Strong communication skills used to build consensus, alignment, and relationships with diplomacy across teams with different goals, functions, and initiatives.You are self-motivated, with a knack for strategic, technical and creative problem-solving.AI, Machine Learning","'C', 'Machine Learning', 'R'","['Ad Design', 'Agile', 'Artificial Intelligence (AI)', 'Automation', 'Collaboration', 'Communication', 'Configuration', 'Database', 'Engineering', 'Golang', 'Internet', 'Machine Learning', 'Management', 'Platform', 'Problem Solving', 'Product Roadmap', 'Research', 'Scrum', 'Transformer']"
Field Service Engineer #SGUnitedTraineeships #SGUP,ZMC TECHNOLOGIES (SINGAPORE) PTE. LTD.,Singapore,2020-09-15,"ZMC is commited to an employee-oriented, dynamic and self-driven culture within its work force. We are a local SME where employees work closely in a team.This position reports to a Service Manager or Senior Field Service Engineer, and interface with Sales Manager, Service Department, vendor and customer.Trainee to be involved in :1. Perform basic set-up and installation of various semiconductor equipment at various customer sites while learning on the job.To perform fault diagnosis and rectification of machine problems.Provide preventive maintenance on machine according to each customer's requirements.",'C',"['Sales', 'Semiconductors', 'Subject Matter Expert (SME)']"
Einstein Analytics Account Executive - Tableau,Salesforce,Singapore,2020-09-18,"To get the best candidate experience, please consider applying for a maximum of 3 roles within 12 months to ensure you are not duplicating efforts.Job CategorySalesJob DetailsAbout Tableau, a Salesforce companyTableau helps people see and understand data. Our analytics platform fuels exploration, allowing you to quickly answer questions with data and share insights across your organization. Global enterprises, early-stage startups, nonprofits, and governments all use Tableau’s intuitive software to quickly transform their data into actionable insights. We are passionate about our product and our mission and we are loyal to each other and our company. We value work/life balance, efficiency, simplicity, freakishly friendly customer service, and making a difference in the world!What you’ll be doing...Do you have strong opinions on how retailers can use predictive intelligence to create a data-driven experiences? Perhaps you know how real time analytics can help large enterprise companies place the right product, on the right shelf, at the right time? Or maybe you're passionate about showing clients how disruptive augmented AI & analytics can really be?!We are data ambassadors tasked with driving an intelligence revolution, and we are growing our Einstein Analytics team in Tableau!As an Account Executive within the Tableau Sales team you will sell the smartest analytics suite for every business user. Einstein Analytics combines dynamic, interactive data visualization with the power of machine learning to deliver insights and data-driven applications for every business user. The Account Executive will formulate and execute a Einstein Analytics sales strategy within South East Asia (SEA), drive revenue growth by penetrating the current customer base, and develop new customers in their segment. You will work in partnership with the existing Account owners and will carry quota for the Einstein Analytics product sales in their region.You will be responsible for some of the world’s premier enterprise accounts in SEA. You will work closely with your customers as a trusted adviser to deeply understand their unique company challenges and goals. You will consult with customers on the Einstein Analytics suite to evangelize solutions that will help them reach their business goals and blaze new trails within their organizations. You will contribute to our business growth in a fast paced, collaborative and fun atmosphere, as a valued member of our Tableau Sales Team.Who you are...Highly driven individual with an execution focus and a strong sense of urgency and a belief in Einstein/Tableau mission. You can go beyond relationship management.A mix of business curiosity combined with a technical aptitude to truly solve customer challenges and earn trust.At least 6-8+ years of quota carrying software or technology sales and account management experienceSolution selling mindset: develop a plan and solution, articulate ROI, and navigate complexities of our customers to drive revenueWork well within a team of various stakeholders (client directors, solution engineers, etc.)Experience with CRM, analytics, data, databases, predictive modeling, or business intelligence strongly preferred.Bachelor's Degree with a technical or business focus preferred.Tableau will operate independently under the Tableau brand, driving forward a continued focus on our mission, our customers and our Tableau Community. The acquisition closed on August 1, 2019, and Tableau is a wholly-owned subsidiary of salesforce.com , inc.#LI-ME2Accommodations - If you require assistance due to a disability applying for open positions please submit a request via this Accommodations Request Form.Posting StatementAt Salesforce we believe that the business of business is to improve the state of our world. Each of us has a responsibility to drive Equality in our communities and workplaces. We are committed to creating a workforce that reflects society through inclusive programs and initiatives such as equal pay, employee resource groups, inclusive benefits, and more. Learn more about Equality at Salesforce and explore our benefits.Salesforce.com and Salesforce.org are Equal Employment Opportunity and Affirmative Action Employers. Qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. Salesforce.com and Salesforce.org do not accept unsolicited headhunter and agency resumes. Salesforce.com and Salesforce.org will not pay any third-party agency or company that does not have a signed agreement with Salesfore.com or Salesforce.org.Salesforce welcomes all.","'C', 'R', 'Tableau'","['Analytical', 'Artificial Intelligence (AI)', 'Business Intelligence (BI)', 'Customer Relationship Management (CRM)', 'Customer Service', 'Data Visualization', 'Database', 'Golang', 'Machine Learning', 'Perceptron', 'Platform', 'Predictive Model', 'Predictive Modelling', 'Rally', 'Ruby on Rails', 'Sales', 'Salesforce', 'Software Tool', 'Tableau', 'Transformer', 'Visualization']"
Senior Data Architect,PCCW SOLUTIONS SINGAPORE PTE. LTD.,Singapore,2020-09-15,"Define and own end to end architecture for Data Analytics Solutions for our client’s data analytics platform.Work on transformation solution to transform current Data management landscape to a new age Analytics landscape aligning to organization transformation program initiative.Engage with various businesses and IT teams to understand their needs and create data analytics solutions that meet the business needs.Work closely with End to End Lead Architect, Data Modeler, Analysts and Operations team to architect, Design, build and implement Analytics applications and tools based on modern BI technologies.Work on proposal to customer to provide solution to transform As-Is Legacy Applications to new age Data and Analytics To-be applications.Provide expert level support to integration team to ensure all the integration points to Data warehouse, Data Visualization and modeling applications are working fine post transformation.Remap and model Business Views due to impact of new applications interfacing with Data Virtualization platform Denodo.Perform deep analysis of new source system data models to analyze and assess impact on current Data warehouse and Data virtualization/visualization applications.Work with data modeler to remodel and change in data model for data warehouse.Define a whole new roadmap for customer to transform current data warehouse and Big Data platform to a comprehensive Data Lake solution on premise or on cloud.Develop deep relationships with key business stakeholders and decision makers.Well versed with Data Sciences, Machine learning and Deep Learning based solutions and frameworks. Apply technical knowledge to architect solutions that meet business and IT needs infusing key analytics and ML technologies where appropriate.Rationalizing customer’s current reporting systems to propose a better and optimized reporting platform.Requirements:Min 15+ years of experience in Architecture, Designing and Project management of Data Management, Data Warehousing, Reporting platforms, Big Data & Data LakeExperience in building data models and applications on both structured and unstructured sdata.Breadth of technical experience and expertise in Business Intelligence, Big Data and Data Science.Proven track record of driving architecture decisions collaboratively, resolving conflicts and ensuring follow through with exceptional verbal and written communication skillsPresentation skills with a high degree of comfort with both large and small audiences (Senior Executives, IT management and engineers)Problem solver – Enjoy new and meaningful technology or business challenges which require you to think and respond quickly","'Deep Learning', 'R'","['Analysis', 'Big Data', 'Business Intelligence (BI)', 'Data Analytics', 'Data Architecture', 'Data Management', 'Data Science', 'Data Visualization', 'Deep Learning', 'Design', 'Information Technology (IT)', 'Machine Learning', 'Modelling', 'Platform', 'Project Management', 'Reporting', 'Transformer', 'Virtualization', 'Visualization', 'Written Communication']"
[INTERNSHIP] AI Engineer Intern/Video Analytics Solution Development,Government Technology Agency,Singapore,2020-09-16,"The Government Technology Agency (GovTech) aims to transform the delivery of Government digital services by taking an ""outside-in"" view, putting citizens and businesses at the heart of everything we do. We also develop the Smart Nation infrastructure and applications, and facilitate collaboration with citizens and businesses to co-develop technologies.Join us as we support Singapore’s vision of building a Smart Nation - a nation of possibilities empowered through info-communications technology and related engineering.Project Description:The intern will be working on the development of deep learning video analytics models and software solution to address government use case.Learning Outcomes:1. Gain appreciation of real-world applications related to the fields of computer vision and machine learning.2. Understand the steps and building blocks for VA models and solutions.3. To develop video analytics solution leveraging on open source frameworks and using government datasetsPre-requisites:1. Basic programming skills. Familiar with Python and deep learning computer vision framework.2. Analytical mind - like to work with data.3. Attention to detail.4. Good attitude, self-starter, ability to work both independently and as a team.","'Go', 'Python'","['Analytical', 'Artificial Intelligence (AI)', 'Collaboration', 'Communication', 'Computer Vision', 'Deep Learning', 'Engineering', 'Machine Learning', 'Programming', 'Python', 'Transformer', 'Video']"
Quality Engineering Assistant,Micron,Malaysia,2020-09-26,"Micron’s vision is to transform how the world uses information to enrich life for all. Join an inclusive team focused on one thing: using our expertise in the relentless pursuit of innovation for customers and partners. The solutions we create help make everything from virtual reality experiences to breakthroughs in neural networks possible. We do it all while committing to integrity, sustainability, and giving back to our communities. Because doing so can spark the very innovation we are pursuing.Req. ID: 226023Job DescriptionAs QE assistant, he/she is responsible in supporting QE deparment in adminstrative topics and office support activities for the QE department. Duties may also include document control and calibration.Job Responsibilities1. To assist QE HoD on administrative topicsDepartmental budget, teambuilding organiziting, PO issuance & etc.Stationery ordering and distribution2.To assist engineer on Doc CenterHandle spec/document update request or new spec requestManage periodic document review processMaintain user document access rights3. To assist engineer on CalibrationMonitor calibration status to ensure 100% on-timeUpdate calibration status in ETI/ETO systemLiaise with equipment owner for all calibration requirements.Coordinate and assist equipment owners and suppliers on equipment calibration check in and check out process.Ensure all calibration documentation is compliance and in placed.Checking the equipment at production line adheres to the standard/procedures and complying with requirements.Others activities assign by supervisor.Requirement & Qualitification1. Diploman in Mehanical / Electrical & Eletronics / Mechatronis2. Good written and verbal communication skills.3. Basic computer (including MS Office) and math skills.4. Ability to work and communicate well with others department.5. Documentation and reporting skills.6. Team work and collaboration.7. Ability to face challenges profesionally.8. Ability to work independently with minimal supervision.About Micron Technology, Inc.We are an industry leader in innovative memory and storage solutions. Through our global brands – Micron® and Crucial® – our broad portfolio of high-performance memory and storage technologies, including DRAM, NAND, 3D XPoint™ memory and NOR, is transforming how the world uses information to enrich life. Backed by more than 40 years of technology leadership, our memory and storage solutions enable disruptive trends, including artificial intelligence, 5G, machine learning and autonomous vehicles, in key market segments like mobile, data center, client, consumer, industrial, graphics, automotive, and networking. Our common stock is traded on the Nasdaq under the MU symbol. To learn more visit micron.com/careersAll qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, veteran or disability status.Micron prohibits the use of child labor and complies with all applicable laws, rules, regulations and other international and industry labor standards.Micron does not charge candidates any recruitment fees or unlawfully collect any other payment from candidates as consideration for their employment with Micron.For US Sites Only: To request assistance with the application process and/or for reasonable accommodations, please contact Micron’s Human Resources Department at 1-800-336-8918 or 208-368-4748 and/or by completing our General Contact FormKeywords: Muar || Johor (MY-01) || Malaysia (MY) || Quality || Experienced || Regular || Engineering || #LI-LT1 || Tier 1 ||","'C', 'Go', 'R'","['Administration', 'Apache Spark', 'Artificial Intelligence (AI)', 'Automotive', 'Autonomous Vehicle', 'Budget', 'Collaboration', 'Documentation', 'Electronics', 'Human Resource (HR)', 'Innovation', 'Leadership', 'Machine Learning', 'Market', 'Mechatronics', 'Microsoft Access', 'Networking', 'Neural Network', 'Nonverbal Communication', 'Quality Engineering', 'Reporting', 'Sustainability', 'Trade', 'Transformer', 'Usability Engineering', 'Virtual Reality (VR)']"
Sales Engineer,"Pasona HR Consulting Recruitment (Thailand) Co.,Lt...",Thailand,2020-09-22,"Job ID 16563Occupation 16563 Sales EngineerBusiness TradingJob detail • Project Sales for custom-build machine, Conveyor system for Production Line, tools and equipment for factory • To develop target sales • Promote and sell company's products and provide specialized information as required. • Managing key accounts with Engineering Contractors, Consulting Engineers and Designer. • Organize and conducts presentations to customers. • Attend to sales enquiries and generation of quotations • Locates and develops specific sales opportunities and plansSalary 20,000 - 30,000 (THB)Location BangkokInsuranceIncentivesHolidayRequired work experience • Male/Female, Age not over 30 years old • Thai Nationality • Bachelor's Degree in field of Mechanical, Mechatronics, Material, Industrial Engineer • New graduated Engineer is welcome or other field • At least 1-2 years selling in industrial field • Good command in English and PC literacy • Possessing proactive attitude, Strong team leadership • Enthusiastic, diligent patience, fast learning • Able to work “On Call” and/or weekends and holidays • Knowledge in Automation will be an advantage • Have driving license, no need to own car.","'C', 'Go', 'R'","['Automation', 'Consulting', 'English', 'Industrial Engineering', 'Leadership', 'Mechatronics', 'Presentation', 'Sales']"
Senior Software Engineer,NavigosSearch,Vietnam,2020-09-25,"Our client is providing great products for millions of users. They are looking for Senior Software Engineer to join their team to:Develop and maintain all components of the productAnalyze and improve our algorithms and machine learning models to increase quality of the productTackle huge amount of data (billions of documents): collect, process and store efficiently",,"['Algorithm', 'Machine Learning', 'Software Engineering']"
