title,company,country,date_posted,description,indeed_skills,skills
Sales Engineer,Synvue Sdn Bhd,Malaysia,2020-07-26,"Searching for new clients who could benefit from your products in a designated regionTravelling to visit potential clientsEstablishing new, and maintaining existing, relationships with customersManaging and interpreting customer requirementsPersuading clients that a product or service will best satisfy their needsCalculating client quotationsNegotiating tender and contract termsNegotiating and closing sales by agreeing terms and conditionsOffering after-sales support servicesAdministering client accountsAnalysing costs and salesPreparing reports for head officeMeeting regular sales targetsRecording and maintaining client contact dataCo-ordinating sales projectsSupporting marketing by attending trade shows, conferences and other marketing eventsMaking technical presentations and demonstrating how a product will meet client needsProviding pre-sales technical assistance and product educationLiaising with other members of the sales team and other technical expertsSolving client problemsHelping in the design of custom-made productsProviding training and producing support material for the sales teamInterested to start your career journey with us?At Synvue, you will work with the talented data scientists, engineers, and thought leaders to change how businesses work.Send your application to hr@synvue.com","'C', 'R'","['Closing', 'Design', 'Marketing', 'Presentation', 'Sales', 'Searching', 'Trade', 'Training']"
Digital Marketer – SEM/eCommerce-2,IHS Markit,Malaysia,2020-07-29,"Are you an experienced Digital Marketer? Do you enjoy using analytics to develop strategies for driving traffic and leads?We're looking for a Digital Marketer, within the Corporate Marketing Division to:Execute SEO initiatives, including technical site audits, keyword analysis, competitive analysis, and on-site code recommendations.Implement and management of paid search campaigns including keyword selection, ad copy, bid management.Organize and project manage account specific strategies.Support marketers with paid social strategies including paid LinkedIn, Twitter and Facebook.Manage paid social campaigns.Test and support new tactics, channels and technologies.Support the digital marketing team in reporting tasksPerform tests on landing page experiences and report back findingsYour teamYou will be working in the Corporate Marketing team. The team of 4 is located in Englewood, Colorado and Malaysia. Our team provides global marketing support.Your expertiseYou have:A Bachelor’s degree required or equivalent combination of education and experience.Minimum 3-4 years of relevant work experience.Expertise with enterprise-class PPC and SEO in both an eCommerce and business-to-business environment.Familiarity with Google Analytics, Google AdWords/Bing Ads, Facebook Ads Manager, Adobe Analytics and Salesforce.Logical and analytical thinking to generate insight and recommendations from multiple sources of data.Demonstrated experience in presenting campaign results and communicating campaign needs to stakeholders.Ability to identify changes and opportunities within ad platforms and communicate for adoption.Strong attention to detail, excellent organizational skills, and ability to work independently.Strong written and verbal communications skills.Flexible WorkingWe pride ourselves on our agility and diversity, and we welcome requests to work flexibly. For most roles, flexible hours and/or an element of remote working are usually possible. Please talk to us at interview about the type of arrangement that is best for you. We will always try to be adaptable wherever we can.Return to WorkHave you taken time out for caring responsibilities and are now looking to return to work? As part of our Return to Work initiative (link to career site page when available), we are encouraging enthusiastic and talented returners to apply, and will actively support your return to the workplace.Your colleaguesAbout usWe are over 14,000 analysts, data scientists and specialists armed with real-time technology and data, working together to uncover deeper sources of information. The unique insights we provide help the industries and markets that drive our economies operate more efficiently, outpace competition and secure long-term success. Our global insights impact nearly every major sector - from aerospace to automotive. We empower our customers by isolating cause and effect, risk and opportunity in new ways so they can make well-informed decisions with greater confidence. This is a force we call The New Intelligence.Join usBoundaries belong on maps, not in your work. Start every day at IHS Markit with the excitement of what’s next, by working with people from across the globe on interesting, cutting-edge projects and gaining once-in-a-lifetime learning experiences. It is easy to be passionate and invested in your work here, knowing you are causing an effect for some of the world’s most influential companies. You’ll get to be hands-on with, and see the direct impact, of your work. Career satisfaction just comes with the territory here.-IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.For information please click on the following links:IHS Markit Business Code of ConductRight to WorkEEO is the LawEEO is the Law SupplementPay Transparency Statement-Current ColleaguesIf you are currently employed by IHS Markit, please apply internally via the Workday internal careers site.","'C', 'Go', 'R'","['Adobe Analytics', 'Aerospace', 'Analysis', 'Analytical Thinking', 'Audit', 'Automotive', 'Brand Management', 'Competition', 'Digital Marketing System', 'Division', 'Email', 'Facebook Ads', 'Google Ads', 'Google Analytics', 'Information Threat', 'Law', 'LinkedIn', 'Links', 'Market', 'Nonverbal Communication', 'Organizational Skill', 'Pay-Per-Click (PPC) Marketing', 'Platform', 'Reporting', 'Salesforce', 'Search Engine Marketing (SEM)', 'Search Engine Optimization (SEO)', 'Selection', 'Twitter', 'Workday', 'eCommerce']"
Demand Management Analyst Manager,Ipreo,Malaysia,2020-07-26,"We invite you to apply for a dynamic Team Lead/Manager role in our Demand Center Marketing organization. You are responsible for coaching, mentoring, building and leading a team of sales development reps/demand management analysts to achieve our customer acquisition & revenue growth objectives and supporting the overall sales funnel. The team will be high profile across the firm.Coach and motivate Sales Development Reps/Demand Management AnalystsCollaborate across Marketing and Sales functions as well as other key functional rolesEngage with partners to identify opportunities for Sales Development Reps/Demand Management AnalystsIdentify opportunities for continuous improvement of processes and workflowsPartner with marketing teams on programs as well as uncover new program ideas and revenue opportunitiesAssist leaders with forecasting and analysis as well as report on metrics such as volume, engagement, leads, pipeline and revenueIdentify and report on effectiveness of programs and how to improve these programsIf needed, available to be a backup to the teamLeverage internal resources and sales/marketing systems to expand product knowledge of teamUnderstand and acknowledge the customer journey and where and how we can meet the prospect and customer in their personalized journeyParticipate in staff and internal meetings and contribute to sales and marketing meetingsYour Expertise:You have:Speak, write and understand the English languageStrong written and verbal communications skillsSuperb organizational skillsKnowledge of sales methods, best practices and experienceAbility to work as a team with a strong drive for sales resultsVery good computer skills and a readiness to learnKnowledge and experience working in Salesforce (CRM) and prior sales experience, a plusSales skills, a plusYou are:Self-motivatedResults driven with a positive “can do” attitude with a proactive approachYour teamYou will be working in the Demand Center Marketing organization with a team of 5 in Penang, working closely with the sales representative across the globe, and working in partnership with other Demand Center Marketing colleagues in America, London, and India.As this role supports different region, there will be late night calls/work.Your colleaguesAbout usWe are over 14,000 analysts, data scientists and specialists armed with real-time technology and data, working together to uncover deeper sources of information. The unique insights we provide help the industries and markets that drive our economies operate more efficiently, outpace competition and secure long-term success. Our global insights impact nearly every major sector - from aerospace to automotive. We empower our customers by isolating cause and effect, risk and opportunity in new ways so they can make well-informed decisions with greater confidence. This is a force we call The New Intelligence.Join usBoundaries belong on maps, not in your work. Start every day at IHS Markit with the excitement of what’s next, by working with people from across the globe on interesting, cutting-edge projects and gaining once-in-a-lifetime learning experiences. It is easy to be passionate and invested in your work here, knowing you are causing an effect for some of the world’s most influential companies. You’ll get to be hands-on with, and see the direct impact, of your work. Career satisfaction just comes with the territory here-IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.","'C', 'R'","['Aerospace', 'Analysis', 'Automotive', 'Coaching', 'Competition', 'Customer Relationship Management (CRM)', 'Email', 'English', 'Forecasting', 'Information Threat', 'Law', 'Market', 'Marketing', 'Nonverbal Communication', 'Organizational Skill', 'Product Knowledge', 'Sales', 'Salesforce']"
Senior Manager – Airline Product,Oaklands Global Limited,Malaysia,2020-08-19,"Senior Manager – Airline ProductMalaysiaJob Type: PermanentSalary: DoECategory: Design & Development, Management Jobs, Project ManagementJob Reference: CD2534Posted: August 18, 2020Do you have the passion and drive to make a difference with one of the most established low-cost airlines in the world and to work in our client’s state of the art technology hub? If so, this is the role for you!The successful candidate will join the digital branch of the organisation that designs and creates custom-built solutions for the group’s airline and corporate functions.You will be joining a team that comprises of a team of software engineering and technology experts who work to build and streamline the airlines’ digital assets across both the passenger and the businesses digital journeys.As the Senior Manager of Airline Product, you will evaluate and improve the company’s products (focusing on Airline Operations Systems Automation) along with working hand in hand with your team of Product/Project Managers who collaborate with a multi-disciplinary team of software engineers, data scientists and designers on a wide range of problems that have commercial & operational impact.The business is keen on building a team with a broad set of technical skills who are ready to take on some of technology’s greatest challenges and make an impact on 90 million customers that are served annually.You will be a member of the company’s leadership team and directly influence the direction of the product. This includes but not limited to long-term product vision and feature definition. You should be comfortable working in a fast-paced environment where delivery time for new products and features is typically measured in months. You are also eager to mentor, and grow the product management team, including hiring and developing stars.Role Responsibilities:Define product vision, strategy, and roadmap for a family of products and services and implement the Product Management discipline within the Airline Operations.Build and scale a Product organization; hire and develop strong leadership bench; proactively mentor and help them grow into positions of influence and scale.Prioritize and balance work and resources across teams while ensuring timely quality releases that are fast, simple and easy to use.Work with senior leadership to execute on product area strategy and product vision and partner with leadership to strategize and drive core operations and execution for the group.Role Requirements:At least 7 years of product management or related experience.Experience leading, mentoring and growing a team of product/project managers.Experience working in Product Development and working across diverse geographical locations.Experience with the service-based product offering and knowledge and understanding of user-centric design.Ability to set and drive the strategy while also rolling up your sleeves and providing detailed guidance on individual projects.Demonstrated track record of success in the full lifecycle of product management: Product vision and roadmaps, PRDs, and shipping high-visibility and complex products on time.Experience to balance out product priorities against budget and timelines and ability to work in a highly collaborative environment with a heavy emphasis on teamwork.Proven ability to partnering with both internal and external customers and groups.Understanding of Airline Operations is an added advantage.Preferably has experience working with Tata Consultancy Services, WNS Global, SITA, or equivalent.Oaklands Global has 50 years combined experience supporting candidates at all levels to help identify and secure their next position. At Oaklands Global we manage all applications with the upmost professionalism and confidentiality.If the above opportunity is of interest to you, please apply today to Callum Devaney in confidence.Whether your profile is shortlisted to the next step of the application process or not, we will keep you informed by telephone or by email.Oaklands Global is acting as an Employment Agency in relation to this vacancy.","'C', 'R'","['Airlines', 'Automation', 'Budget', 'Design', 'Development Management', 'Email', 'Leadership', 'Product Development', 'Product Management', 'Project Management', 'Software Engineering', 'Teamwork']"
Senior Process Mechanical Engineer,Keysight Technologies,Malaysia,2020-07-26,"Keysight Technologies has been unlocking electronic measurement insights for 75 years. No other company offers our depth and breadth of measurement tools and expertise. Our singular focus helps scientists and engineers address their toughest challenges with precision and confidence. With our help, they are better able to deliver the breakthroughs that make a measurable difference in the world.The IoT functional and compliance test system enables real-world conditions testing and you are part of the team delivering these solutions. This is a senior engineering position which requires individual to work independently to resolve complex process and mechanical related issue with deep collaboration with R&D engineers.Responsibilities includes but are not limited to:Participate actively in new solution/product introduction, including influencing the mechanical design of the solution/product to ensure manufacturability and conformance with the global supply chain, enabling prototyping while in the early development phase, testing the reliability of prototypes and managing the transition into production.Provide mechanical design support to customize a solution/product per customer requirement.Improves processes to meet customer and internal requirements.Plans, evaluates and recommends technical, quality and cost specifications to meet design and business growth objectives and supply chain optimization.Manages ERP data such as bill of material and routing.Development of assembly and manufacturing process and implement the transition manufacturing process from prototype to full production.Solves a broad range of problem varying in scope and complexityJob QualificationsHave 5-6 years of relevant experience.Experience in mechanical design will be an advantage. .Have an excellent knowledge of the challenges associated with the development/design of RF products.Strong organizational, interpersonal and communication skills.Excellent analytical and problem-solving skills.Sound Knowledge in LEAN manufacturing and Six SigmaBachelors or Master University Degree or equivalent in Mechanical Engineering.Job FunctionManufacturingShift:Day JobSchedule:Full Time (F)Travel Required:< 25%Duration (Temp Positions Only): Not Applicable__________________________________________________________________________________Careers Privacy Statement***Keysight is an Equal Opportunity Employer.***Candidates can be considered to work from the following locations:APAC : Malaysia : Penang : PenangJob ID : 37759","'C', 'Excel', 'R'","['Analytical', 'Assembly', 'Collaboration', 'Communication', 'Design', 'Electronics', 'Enterprise Resource Planning (ERP)', 'Internet of Things (IoT)', 'Manufacturing', 'Mechanical Engineering', 'Privacy', 'Problem Solving', 'Prototyping', 'Research and Development (R&D)', 'TestNG', 'Testing']"
NODE.JS DEVELOPER (REF:SL),JAC Recruitment Malaysia,Malaysia,2020-08-05,"JOB RESPONSIBILITIESWork with development teams and product managers to ideate software solutionsDesign client-side and server-side architectureBuild the front-end of applications through appealing visual designDevelop and manage well-functioning databases and applicationsWrite effective APIsTest software to ensure responsiveness and efficiencyTroubleshoot, debug and upgrade softwareCreate security and data protection settingsBuild features and applications with a mobile responsive designWrite technical documentationWork with data scientists and analysts to improve softwareJOB REQUIREMENTSAt least 3 years of software development experience using MEAN STACKExcellent communication and teamwork skillsGreat attention to detailOrganizational skillsAn analytical mindJob Type: Full-timeSalary: RM6,000.00 - RM12,000.00 per month","'C', 'Excel', 'R'","['Analytical', 'Communication', 'Database', 'Front End', 'Node.js', 'Organizational Skill', 'Responsive Design', 'Security', 'Software Development', 'Software Tool', 'Teamwork', 'Technical Documentation']"
Demand Management Analyst Manager,IHS Markit,Malaysia,2020-07-26,"We invite you to apply for a dynamic Team Lead/Manager role in our Demand Center Marketing organization. You are responsible for coaching, mentoring, building and leading a team of sales development reps/demand management analysts to achieve our customer acquisition & revenue growth objectives and supporting the overall sales funnel. The team will be high profile across the firm.Coach and motivate Sales Development Reps/Demand Management AnalystsCollaborate across Marketing and Sales functions as well as other key functional rolesEngage with partners to identify opportunities for Sales Development Reps/Demand Management AnalystsIdentify opportunities for continuous improvement of processes and workflowsPartner with marketing teams on programs as well as uncover new program ideas and revenue opportunitiesAssist leaders with forecasting and analysis as well as report on metrics such as volume, engagement, leads, pipeline and revenueIdentify and report on effectiveness of programs and how to improve these programsIf needed, available to be a backup to the teamLeverage internal resources and sales/marketing systems to expand product knowledge of teamUnderstand and acknowledge the customer journey and where and how we can meet the prospect and customer in their personalized journeyParticipate in staff and internal meetings and contribute to sales and marketing meetingsYour Expertise:You have:Speak, write and understand the English languageStrong written and verbal communications skillsSuperb organizational skillsKnowledge of sales methods, best practices and experienceAbility to work as a team with a strong drive for sales resultsVery good computer skills and a readiness to learnKnowledge and experience working in Salesforce (CRM) and prior sales experience, a plusSales skills, a plusYou are:Self-motivatedResults driven with a positive “can do” attitude with a proactive approachYour teamYou will be working in the Demand Center Marketing organization with a team of 5 in Penang, working closely with the sales representative across the globe, and working in partnership with other Demand Center Marketing colleagues in America, London, and India.As this role supports different region, there will be late night calls/work.Your colleaguesAbout usWe are over 14,000 analysts, data scientists and specialists armed with real-time technology and data, working together to uncover deeper sources of information. The unique insights we provide help the industries and markets that drive our economies operate more efficiently, outpace competition and secure long-term success. Our global insights impact nearly every major sector - from aerospace to automotive. We empower our customers by isolating cause and effect, risk and opportunity in new ways so they can make well-informed decisions with greater confidence. This is a force we call The New Intelligence.Join usBoundaries belong on maps, not in your work. Start every day at IHS Markit with the excitement of what’s next, by working with people from across the globe on interesting, cutting-edge projects and gaining once-in-a-lifetime learning experiences. It is easy to be passionate and invested in your work here, knowing you are causing an effect for some of the world’s most influential companies. You’ll get to be hands-on with, and see the direct impact, of your work. Career satisfaction just comes with the territory here-IHS Markit is committed to providing equal employment opportunity (EEO) to all persons regardless of age, color, national origin, citizenship status, physical or mental disability, race, religion, creed, gender, sex, sexual orientation, gender identity and/or expression, genetic information, marital status, status with regard to public assistance, veteran status, or any other characteristic protected by the laws and regulations in any of our locations.We are proud to provide reasonable accommodations to applicants with disabilities. If you are interested in applying for employment with IHS Markit and need special assistance or an accommodation to use our website or to apply for a position, please contact or call +1 212 849 0399. Determination on requests for reasonable accommodation are considered on a case-by-case basis. This contact information (email and phone) is intended for application assistance and accommodation requests only. We are unable to accept resumes or provide information about application status through the phone number or email address above. Resumes are only accepted through the online application process, and only qualified candidates will receive consideration and follow-up.IHS Markit maintains a substance-free workplace; employees may be asked to submit to a drug test (where permitted by law). In addition, as a federal contractor in the United States, the company participates in the E-Verify Program to confirm eligibility to work.For information please click on the following links:IHS Markit Business Code of ConductRight to WorkEEO is the LawEEO is the Law SupplementPay Transparency Statement-Current ColleaguesIf you are currently employed by IHS Markit, please apply internally via the Workday internal careers site.","'C', 'R'","['Aerospace', 'Analysis', 'Automotive', 'Coaching', 'Competition', 'Customer Relationship Management (CRM)', 'Email', 'English', 'Forecasting', 'Information Threat', 'Law', 'Links', 'Market', 'Marketing', 'Nonverbal Communication', 'Organizational Skill', 'Product Knowledge', 'Sales', 'Salesforce', 'Workday']"
FULLSTACK DEVELOPER [SL-2512-14],JAC Malaysia,Malaysia,2020-07-26,"Job title: FULLSTACK DEVELOPER [SL-2512-14]Contract type: PermanentLocation: MalaysiaSpecialisation:IT & TelecomsIndustry: Information TechnologySalary: 7000.00 - 9000.00Start date: 01 Jul 2020Job Reference: 44649Contact details: Shanny LimContact email: Shanny.Lim@jac-recruitment.comJob published: 8 days agoJOB RESPONSIBILITIESWork with development teams and product managers to ideate software solutionsDesign client-side and server-side architectureBuild the front-end of applications through appealing visual designDevelop and manage well-functioning databases and applicationsWrite effective APIsTest software to ensure responsiveness and efficiencyTroubleshoot, debug and upgrade softwareCreate security and data protection settingsBuild features and applications with a mobile responsive designWrite technical documentationWork with data scientists and analysts to improve softwareJOB REQUIREMENTSAt least 3 years of software development experience using MEAN STACKExcellent communication and teamwork skillsGreat attention to detailOrganizational skillsAn analytical mindApply now","'C', 'Excel', 'R'","['Analytical', 'Communication', 'Database', 'Email', 'Front End', 'Information Technology (IT)', 'Organizational Skill', 'Responsive Design', 'Security', 'Software Development', 'Software Tool', 'Teamwork', 'Technical Documentation']"
Senior FPGA Design Engineer,Synvue Sdn Bhd,Malaysia,2020-07-26,"ResponsibilitiesThe senior FPGA design engineer participates in the microarchitecture design of digital subsystems required by ourprojects. The senior engineer shall design to architecture specifications laid down by the senior staff engineer or projectlead. Also, the senior engineer is required to prepare microarchitecture design documents describing his / her design indetail.Duties for this position include:Preparing microarchitecture design and / or verification plansPreparing microarchitecture design and / or verification documentsDesign and functional verification of block-level microarchitectureProvide technical leadership to less-experienced engineersRequired Skills and QualificationsB.Eng. in electronics engineering or related field + at least 6 years of experience, OR M.Eng.Sc. / Ph.D. in electronicsengineering or related field + at least 4 years of experienceExperienced in the FPGA/ASIC front-end development cycle, including design entry, functional simulation, andsynthesisProficient with CAE tools used in microelectronics design, such as those from Aldec, Mentor Graphics, Cadence,Synopsys, Xilinx, or AlteraProficient in front-end digital design and verification in VHDLDesired Skills and AttributesSome experience in hardware functional verification is desirableSome experience in post-silicon characterisation or test is desirableSome experience in software programming is desirableFamiliarity with DSP algorithms and mathematical modelling software such as Matlab or Sage Math is a plusSelf-motivated and eager to learnInterested to start your career journey with us?At Synvue, you will work with the talented data scientists, engineers, and thought leaders to change how businesses work.Send your application to hr@synvue.com","'C', 'R'","['Algorithm', 'Architecture', 'Design', 'Electronic Engineering', 'Electronics', 'Front End', 'Hardware', 'LeSS', 'Leadership', 'MATLAB', 'Mathematical Modelling', 'Programming', 'Sentry']"
"Principal Trainer, Front-end ASIC Verification (SystemVerilog)",Synvue Sdn Bhd,Malaysia,2020-07-26,"ResponsibilitiesThe Principal Trainer in Front-end ASIC Verification (SystemVerilog) conducts trainings in the area of theSystemVerilog language and associated tools.Duties for this position include:Conducting trainings in Verilog, SystemVerilog, and associated languages.Conducting tool-sponsored trainings for front-end verification.Required Skills and QualificationsB.Eng. in electronics engineering or related field + at least 12 years of experience, OR Master’s / Ph.D. in electronicsengineering or related field + at least 10 years of experienceKnowledge in the full FPGA/ASIC front-end development cycle, including design entry, functional simulation,synthesis, static timing analysis, and gate-level simulationProficient with CAE tools used in microelectronics front-end verification, such as those from Synopsys, Aldec,Mentor Graphics, Cadence. Preference will be given to candidates with experience in Synopsys tools.Very proficient in front-end design verification, with a strong track record of verification in SystemVerilog,SystemVerilog assertions, and / or UVMFamiliarity with Linux / Unix environment and scriptingDesired Skills and AttributesSome experience in software programming is desirableA strong endorsement by a reputable professional organisation or by the technical community is a plusInterested to start your career journey with us?At Synvue, you will work with the talented data scientists, engineers, and thought leaders to change how businesses work.Send your application to hr@synvue.com","'C', 'Linux', 'R'","['Analysis', 'Design', 'Electronic Engineering', 'Electronics', 'Front End', 'Linux', 'Programming', 'Sentry', 'Training', 'Unix', 'Verilog']"
เจ้าหน้าที่วิเคราะห์ข้อมูล (data scientist),บริษัท กรีน ทรี คอร์ปอเรชั่น จำกัด,Thailand,2020-08-13,"เป็นผู้ที่ดูแลการวิเคราะห์วิจัยข้อมูล โดยเป็นผู้จัดเตรียมข้อมูล (Data Preparation) รวมทั้งออกแบบกรรมวิธีการรวบรวมข้อมูลเข้า (Data Ingestion) การสร้างคลังข้อมูลและมิติข้อมูลต่าง ๆ ที่เกี่ยวข้องเพื่อให้ข้อมูลพร้อมสำหรับการวิเคราะห์ รวมทั้งการกำหนดวิธีการนำข้อมูลส่งออก (Publish) ไปตามช่องทางต่าง ๆทำการวิเคราะห์และวิจัยข้อมูลจากแหล่งต่าง ๆ ทั้งภายในและภายนอกองค์กรเพื่อตอบโจทย์ทางธุรกิจ โดยนำความรู้ทาง Data Science, Machine Learning และ Statistics มาใช้ รวมถึงมีความรู้ความเข้าใจใน Best Practicesมีทักษะด้าน python หรือ R(จะรับพิจารณาเป็นพิเศษ)เงินเดือน 15,000ระยะเวลาทำงาน กันยายน2563-มกราคม 2564 สวัสดิการเงินเดือน15,001 - 18,000 บาท คุณสมบัติผู้สมัครชาย หรือ หญิง อายุ 23 ถึง 50 ปีวุฒิการศึกษา ปริญญาตรีประสบการณ์ 0 ปีขึ้นไป1. มีทักษะด้าน python หรือ R สามารถบริหารจัดการฐานข้อมูลขนาดใหญ่ได้2. มีความรู้ความเข้าใจใน Best Practicesสถานที่ปฏิบัติงานตามที่อยู่บริษัท","'Machine Learning', 'R', 'Statistics'","['Data Preparation', 'Data Science', 'Machine Learning', 'Python', 'R', 'Statistics']"
Polymer Scientist,PRTR,Thailand,2020-08-19,"Our client is a leading global manufacturer of consumer products.Responsibilities:Leading new product development, developing prototypes, and demonstrating Proof of Principle.Managing research and development in a laboratory setting.Planning and controlling the operational research program, utilizing engineering and scientific research methods for the improvement or optimization of the performance of the organization’s products and processes.Researching and recommending new processing technology.Providing technical direction for existing and new products in relation to material selection, characterization, and qualification, with ultimate translation to manufacturing.Deploying requirements related to material properties and processing.Performing complex formulations and syntheses, component, and materials evaluations.Utilizing advanced chemical knowledge, data, modeling, and statistical tools to solve technical challenges.Supporting projects by performing laboratory work to improve product performance, and to troubleshoot and resolve customer issues.Launching developed products from conceptualization.Undertaking laboratory evaluations, material characterization, and prototype development.Interpreting scientific data and using statistical techniques such as DOE to optimize experimental plans.Using predictive models to provide insight into polymer/material design, development, and application.Keeping abreast of scientific literature and developments in polymers and their potential impact within the company project portfolio and science platform.Managing your respective project budget and ensuring all costs are captured, and projected spend is reported in forecasts.Managing milestone plans for allocated projects, and provide timely updates.Qualifications:Master’s degree in Polymer Science or related.A minimum of 2 years hands-on industry experience in the application development of polymer materials: resins, coatings, adhesives, elastomers, films, foams, rubbers, composites, thermoplastics, thermosets.Expertise in formulating a wide range of high-performance polymers: acrylate, urethane, epoxy, silicone, rubbers, plastics.A persuasive character and the ability to work with different cultures.Good command of spoken and written English.Good communication skills.Our client offers a basic salary, an allowance, provident fund, group insurance, a variable bonus, and a five-day working week.Reference Code: PS1101808","'C', 'Go', 'R'","['Budget', 'Chemical', 'Communication', 'Data Modelling', 'Design', 'Engineering', 'English', 'Insurance', 'Literature', 'Manufacturing', 'Operations Research', 'Plastics', 'Platform', 'Predictive Model', 'Processing', 'Product Development', 'Research and Development (R&D)', 'Searching', 'Selection', 'Translation', 'Variable', 'Web Application Development']"
